Unnamed: 0,advice_to_mgmt,company_id,cons,cons_vader,date,employee_status,employee_title,helpful,location,post_index,pros,pros_conflict,pros_fun,pros_identity,pros_vader,rating_balance,rating_career,rating_comp,rating_culture,rating_mgmt,rating_overall,review_title,review_title_vader,whole_review_text,years_at_company,vader_pros,vader_cons,vader_review_title,flair_pros,flair_cons,stress_post,company_name,post_id,state,SEC filings,GICSSector,GICSSubIndustry,Headquarters Location,Date first added,CIK,Founded,Region,Division
354872,,39_otis,"If you are in the industry, you already know. For those that aren't... you have to live this job.",,Wed Apr 22 2020 07:48:17 GMT+0100 (British Summer Time),Former Employee , Service Manager,,"Virginia Beach, VA",39.0,"Great pay, benefits, and company vehicle.",,,,,,,,,,2.0,No Work-life Balance,,"No Work-life Balance. Great pay, benefits, and company vehicle.. If you are in the industry, you already know. For those that aren't... you have to live this job.",,0.743,0.0,-0.296,0.9965,0.9935,0.0,otis,39_otis,VA,reports,Industrials,Industrial Machinery,"Farmington, Connecticut",03/04/2020,1781335.0,,South,South Atlantic
406811,,867_pepsico,CEO all the way down in management treats employees as expendable. Take! Take! Take!,,Sun May 21 2017 10:06:22 GMT+0100 (British Summer Time),Current Employee , Route Sales Representative,,"North Charleston, SC",867.0,Good hard working people on front line and in stores,,,,,1.0,1.0,1.0,1.0,1.0,1.0,A once great company that forgot how to treat it's employees,,A once great company that forgot how to treat it's employees. Good hard working people on front line and in stores. CEO all the way down in management treats employees as expendable. Take! Take! Take!,,0.3612,0.0,0.7783,0.9904,0.9915,0.0,pepsico,867_pepsico,SC,reports,Consumer Staples,Soft Drinks,"Purchase, New York",,77476.0,1898,South,South Atlantic
416150,,6506_wallgreens,They have a lot of group think they're working to diversify.,,Wed Dec 07 2016 05:37:52 GMT+0000 (Greenwich Mean Time),Current Employee , Human Resources Generalist,,"Perrysburg, OH",6506.0,"Excellent pay and benefits, climate controlled, focused on employee morale",,,,,2.0,2.0,5.0,3.0,4.0,3.0,WAGs,,"WAGs. Excellent pay and benefits, climate controlled, focused on employee morale. They have a lot of group think they're working to diversify.",,0.8176,0.0,0.0,0.9953,0.8667,0.0,wallgreens,6506_wallgreens,OH,reports,Consumer Staples,Drug Retail,"Deerfield, Illinois",31/12/1979,1618921.0,2014,Midwest,East North Central
162663,,5385_cisco,long hours are required for big projects,,Sun Jun 23 2013 08:02:20 GMT+0100 (British Summer Time),Former Employee , Financial Analyst,,"Denver, CO",5385.0,"good motivation, large company with lots of prospects",,,,,,,,,,4.0,great place,,"great place. good motivation, large company with lots of prospects. long hours are required for big projects",,0.7579,0.0,0.6249,0.9942,0.9977,0.0,cisco,5385_cisco,CO,reports,Information Technology,Communications Equipment,"San Jose, California",01/12/1993,858877.0,,West,Mountain
330900,,3331_ibm,support is sometimes slow in coming,,Tue Jan 10 2017 12:57:33 GMT+0000 (Greenwich Mean Time),"Procurement Oversight Coordinator in Wilmington, NC",,,"Wilmington, NC",3331.0,Open to new ideas and ways of doing things,,,,,5.0,2.0,3.0,4.0,4.0,5.0,Procurement Oversight Coordinator,,Procurement Oversight Coordinator. Open to new ideas and ways of doing things. support is sometimes slow in coming,,0.0,0.4019,0.0,0.9979,-0.9961,0.0,ibm,3331_ibm,NC,,,,,,,,South,South Atlantic
385494,,2557_uber,During the dead times lack of business! Sometimes the population of driver can very well be overwhelming with the population of riders that are available!,,Wed Nov 02 2016 08:45:27 GMT+0000 (Greenwich Mean Time),Current Freelancer , UberX Driver,,"Tuscaloosa, AL",2557.0,"No boss looking over your shoulder, work own schedule! Easy to understand your pay as well!",,,,,5.0,5.0,4.0,4.0,5.0,4.0,Driver partner,,"Driver partner. No boss looking over your shoulder, work own schedule! Easy to understand your pay as well!. During the dead times lack of business! Sometimes the population of driver can very well be overwhelming with the population of riders that are available!",,0.4559,-0.6995,0.0,0.9964,-1.0,0.0,uber,2557_uber,AL,,,,,,,,South,East South Central
53105,,2392_statefarm,"There is no opportunity for growth, the company does not promote from within training is usually not sufficient to prepare you for the floor, the new T2 system is screwy",,Thu Dec 08 2016 05:59:08 GMT+0000 (Greenwich Mean Time),Former Employee , Inbound Sales Specialist,,"Tempe, AZ",2392.0,There is Good pay and good benefits and it is good to put on resume for future jobs and you can wear what you want,,,,,2.0,1.0,4.0,3.0,2.0,3.0,Good benefits very exhausting no growth opportunity,,"Good benefits very exhausting no growth opportunity. There is Good pay and good benefits and it is good to put on resume for future jobs and you can wear what you want. There is no opportunity for growth, the company does not promote from within training is usually not sufficient to prepare you for the floor, the new T2 system is screwy",,0.8807,-0.5132,-0.2009,0.9091,-1.0,0.0,statefarm,2392_statefarm,AZ,,,,,,,,West,Mountain
384410,,702_amerisourcebergen,Pay is the worst in order to really get paid you have to run like you are on a track team.,,Tue Mar 31 2015 02:36:28 GMT+0100 (British Summer Time),"Order Picker in Pelham, AL",,,"Pelham, AL",702.0,Good benefits that's about the only thing that is good about this company,,,,,1.0,1.0,5.0,1.0,1.0,1.0,My experience working here this place is so unfair to some people who bust their butts and work hard.,,My experience working here this place is so unfair to some people who bust their butts and work hard.. Good benefits that's about the only thing that is good about this company. Pay is the worst in order to really get paid you have to run like you are on a track team.,,0.8126,-0.4588,-0.6588,0.6976,-0.9999,0.0,amerisourcebergen,702_amerisourcebergen,AL,reports,Health Care,Health Care Distributors,"Chesterbrook, Pennsylvania",30/08/2001,1140859.0,1985,South,East South Central
108944,,177_marines,It is dog years on your body and the unit is put before your family.,,Tue Sep 03 2019 23:13:37 GMT+0100 (British Summer Time),Current Employee , Company Commander,,"Camp Pendleton, CA",177.0,You are a hard charging leader of Infantry Marines. A modern day tribe leader.,,,,,1.0,5.0,5.0,5.0,5.0,5.0,They Don't Promise You A Rose Garden,,They Don't Promise You A Rose Garden. You are a hard charging leader of Infantry Marines. A modern day tribe leader.. It is dog years on your body and the unit is put before your family.,,-0.1027,0.0,-0.2411,0.9952,-0.9843,0.0,marines,177_marines,CA,,,,,,,,West,Pacific
342913,,36_olddominionfreight,Long hours. No overtime till after 60hours. Works outside,,Tue Sep 10 2019 16:32:06 GMT+0100 (British Summer Time),Current Employee , Dock Worker,,"Indianapolis, IN",36.0,The pay is great with good benefits. Job security as well,,,,,2.0,3.0,4.0,2.0,2.0,3.0,Unload and load trailers,,Unload and load trailers. The pay is great with good benefits. Job security as well. Long hours. No overtime till after 60hours. Works outside,,0.9136,-0.296,0.0,0.9729,0.909,0.0,olddominionfreight,36_olddominionfreight,IN,reports,Industrials,Trucking,"Thomasville, North Carolina",09/12/2019,878927.0,1934,Midwest,East North Central
292426,,17987_homedepot,the work is not compensated really if your doing multiple things for under 12 an hour.,,Tue Mar 18 2014 17:35:34 GMT+0000 (Greenwich Mean Time),Former Employee , Customer Service,,"Union, NJ",17987.0,Salary is pretty decent for the most part.,,,,,2.0,3.0,4.0,4.0,2.0,3.0,Good company,,Good company. Salary is pretty decent for the most part.. the work is not compensated really if your doing multiple things for under 12 an hour.,,0.4939,0.0,0.4404,0.9708,-0.9973,0.0,homedepot,17987_homedepot,NJ,reports,Consumer Discretionary,Home Improvement Retail,"Atlanta, Georgia",31/03/1988,354950.0,,Northeast,Middle Atlantic
85882,,2842_ymca,Not your typical 9:00-5:00 job.,,Sun Aug 02 2015 10:57:56 GMT+0100 (British Summer Time),"Senior Director in Los Angeles, CA",,,"Los Angeles, CA",2842.0,Lots of opportunities to be involved in a wide range of work. Growth potential,,,,,3.0,4.0,4.0,5.0,4.0,4.0,YMCA Director,,YMCA Director. Lots of opportunities to be involved in a wide range of work. Growth potential. Not your typical 9:00-5:00 job.,,0.6369,0.0,0.0,0.9951,-0.9911,0.0,ymca,2842_ymca,CA,,,,,,,,West,Pacific
246906,,4169_wellsfargo,Position duties are always increasing without pay adjustment. Increased expectations should warrant and reflect in annual increase.,,Sun Jun 03 2018 05:29:55 GMT+0100 (British Summer Time),Current Employee , Business Associate II,,"Plymouth Meeting, PA",4169.0,A support position that is non customer facing in a casual business atmosphere.,,,,,2.0,4.0,3.0,3.0,2.0,3.0,Business Associate 2,,Business Associate 2. A support position that is non customer facing in a casual business atmosphere.. Position duties are always increasing without pay adjustment. Increased expectations should warrant and reflect in annual increase.,,0.5423,0.1979,0.0,0.9982,-0.8765,0.0,wellsfargo,4169_wellsfargo,PA,reports,Financials,Diversified Banks,"San Francisco, California",30/06/1976,72971.0,,Northeast,Middle Atlantic
374650,,963_centurylink,Hours if you have a family,,Tue Jul 24 2018 12:47:59 GMT+0100 (British Summer Time)," in Jefferson City, MO",,,"Jefferson City, MO",963.0,"Great pay, training, supervisors and good location",,,,,4.0,5.0,5.0,4.0,3.0,5.0,CSR,,"CSR. Great pay, training, supervisors and good location. Hours if you have a family",,0.765,0.0,0.0,0.9856,0.9921,0.0,centurylink,963_centurylink,MO,reports,Communication Services,Alternative Carriers,"Monroe, Louisiana",25/03/1999,18926.0,,Midwest,West North Central
243578,,901_amerisourcebergen,Old boys network. Work your tail off and no appreciation. This company will ware you down. Promote bullies. No advancement.,,Mon Aug 15 2011 22:52:32 GMT+0100 (British Summer Time),"Compliance in Valley Forge, PA",,,"Valley Forge, PA",901.0,Proud pre-merger. Fairly relaxed atmosphere. No accountability.,,,,,2.0,2.0,1.0,1.5,,2.0,Poor management,,Poor management. Proud pre-merger. Fairly relaxed atmosphere. No accountability.. Old boys network. Work your tail off and no appreciation. This company will ware you down. Promote bullies. No advancement.,,0.6249,-0.3187,-0.4767,0.9927,-0.9999,0.0,amerisourcebergen,901_amerisourcebergen,PA,reports,Health Care,Health Care Distributors,"Chesterbrook, Pennsylvania",30/08/2001,1140859.0,1985,Northeast,Middle Atlantic
